symbol, Debt/Equity,Dividends $,Dividends %,EPS,Long-Term Debt,Market Capitalization,Net Income Mil,Operating Income Mil,R&D,ROE %,Revenue Mil,Share Outstanding,Shares Mil,Short-Term Debt,Total Debt,Total Liabilities,currency,cust. regression origin,cust. regression slope,key_data,latest_price,price_data
GPS.to, 0.01, 0.0, 0.0, -0.03, 0.36, 98.82, -2.0, -4.0, 22.78, -2.73, 61.0, 81.0, 81.0, 0.0, 0.36, 12.43, CAD, 1.2773174603174606, 0.00015873015873015895, None, 1.22, None
GQM.to, 0.19, 0.0, 0.0, -0.02, 6.63, 31.86, -6.0, -16.0, 0.0, -16.21, 55.0, 177.0, 177.0, 26.03, 32.660000000000004, 64.18, USD, 0.18454119113210046, 0.0001239013511740783, None, 0.18, None
GRL.to, 0.73, 1.24, 0.1445221445221445, 1.13, 36.87, 343.2, 46.0, 67.0, 0.0, 9.11, 130.0, 40.0, 40.0, 0.0, 36.87, 49.19, USD, 8.543516354016353, -0.003353294853294852, None, 8.58, None
GRT-UN.to, 0.28, 2.67, 0.046735515490985466, 10.92, 18.78, 2627.98, 506.0, 189.0, 0.0, 23.81, 225.0, 46.0, 46.0, 2.7, 21.48, 33.63, CAD, 56.1198555905374, -0.0490030390484936, None, 57.13, None
GS.to, 0.0, 1.0, 0.06277463904582549, 1.2, 0.0, 493.83, 38.0, 52.0, 0.0, 30.14, 154.0, 31.0, 31.0, 0.0, 0.0, 22.3, CAD, 17.424728431501165, -0.02037673269491452, None, 15.93, None
GSC.to, 101.35, 0.0, 0.0, 0.05, 19.97, 387.28, 19.0, 27.0, 0.0, 0.0, 318.0, 412.0, 412.0, 5.99, 25.96, 99.8, USD, 0.9444172241899516, -0.0008028991210809397, None, 0.94, None
GSV.to, 0.0, 0.0, 0.0, -0.05, 0.0, 472.36, -12.0, -13.0, 0.0, -6.46, 0.0, 241.0, 241.0, 0.0, 0.0, 1.73, CAD, 1.9423692990511192, 0.0010590100135554692, None, 1.96, None
GSY.to, 2.24, 0.81, 0.015804878048780488, 2.78, 64.39, 717.5, 40.0, 189.0, 0.0, 17.99, 452.0, 14.0, 14.0, 0.0, 64.39, 71.25, CAD, 49.88466010756921, -0.11201351174078449, None, 51.25, None
GTE.to, 0.41, 0.0, 0.0, 0.01, 24.54, 1886.49, 0.0, 182.0, 0.0, 0.05, 533.0, 411.0, 411.0, 0.0, 24.54, 39.87, USD, 4.672783593510868, -0.008154051335869513, None, 4.59, None
GUD.to, 0.0, 0.0, 0.0, 0.15, 0.0, 1174.0300000000002, 22.0, -8.0, 25.81, 2.17, 10.0, 143.0, 143.0, 0.0, 0.0, 1.54, CAD, 8.509113691022776, -0.005797542524815255, None, 8.21, None
GUY.to, 0.08, 0.0, 0.0, 0.17, 6.36, 526.75, 30.0, 43.0, 0.0, 7.92, 204.0, 175.0, 175.0, 4.19, 10.55, 18.0, USD, 3.7530841313568564, 0.01220696138877957, None, 3.01, None
GVC.to, 0.26, 0.0, 0.0, 0.0, 16.17, 81.4, -0.0, 3.0, 0.0, -0.01, 186.0, 110.0, 110.0, 2.16, 18.330000000000002, 38.86, CAD, 0.8324044558135473, -0.001161900389173117, None, 0.74, None
GWO.to, 0.29, 1.51, 0.04872539528880284, 2.56, 1.41, 30680.1, 2669.0, 0.0, 0.0, 12.45, 43331.0, 990.0, 990.0, 0.0, 1.41, 94.46, CAD, 31.742558682058682, 0.016715488215488215, None, 30.99, None
GWR.to, 7.34, 0.28, 0.02122820318423048, 0.33, 47.93, 263.8, 7.0, 10.0, 0.0, 45.15, 35.0, 20.0, 20.0, 0.0, 47.93, 93.47, USD, 13.040049717958821, -0.014039485766758493, None, 13.19, None
GXE.to, 0.31, 0.0, 0.0, -0.01, 15.11, 227.36, -2.0, 11.0, 0.0, -1.28, 113.0, 203.0, 203.0, 0.0, 15.11, 50.56, CAD, 1.4022038348856527, -0.0048202588657134116, None, 1.12, None
GXO.to, 0.0, 0.3, 0.16759776536312848, -0.34, 0.0, 60.86, -12.0, -5.0, 0.0, -5.72, 49.0, 34.0, 34.0, 15.83, 15.83, 31.99, CAD, 2.3843475665748395, 0.0038736061917880116, None, 1.79, None
GZT.to, 2.63, 0.73, 0.05959183673469388, -0.11, 59.19, 10902.5, -16.0, 1491.0, 0.0, -0.18, 2865.0, 890.0, 890.0, 1.37, 60.559999999999995, 77.46, ILS, 11.884148694739602, 0.005602977830250555, None, 12.25, None
H.to, 1.1, 0.89, 0.04479114242576749, 1.33, 40.22, 11882.26, 814.0, 1375.0, 0.0, 8.14, 6014.0, 598.0, 598.0, 7.44, 47.66, 62.05, CAD, 18.96645924614108, 0.014223031177576643, None, 19.87, None
HBC.to, 1.64, 0.05, 0.004642525533890437, -3.54, 22.21, 2347.86, -823.0, -587.0, 0.0, -43.94, 14287.0, 218.0, 218.0, 7.89, 30.1, 84.87, CAD, 11.125305479032754, -0.015090078271896455, None, 10.77, None
HBL-UN.to, 0.0, 0.0, 0.0, 0.77, 0.0, 11.1, 1.0, 0.0, 0.0, 9.19, 0.0, 1.0, 1.0, 0.0, 0.0, 3.68, CAD, 10.979507958371594, 0.00047131488040579234, None, 11.1, None
HBM.to, 0.48, 0.02, 0.003389830508474576, 0.88, 20.8, 1510.4, 221.0, 379.0, 0.0, 11.15, 1523.0, 256.0, 256.0, 0.0, 20.8, 53.79, USD, 5.8015989330534765, 0.03299348462984827, None, 5.9, None
HBP.to, 0.0, 0.0, 0.0, -0.08, 0.0, 88.2, -8.0, -8.0, 0.0, 0.0, 0.0, 98.0, 98.0, 0.0, 0.0, 187.92, CAD, 0.727721894267348, 0.0010651974288337918, None, 0.9, None
HCG.to, 1.66, 0.0, 0.0, 1.73, 17.36, 1206.4, 125.0, 0.0, 0.0, 6.91, 409.0, 80.0, 80.0, 0.0, 17.36, 89.53, CAD, 14.840155516200971, -0.0034420175783812113, None, 15.08, None
HDI.to, 0.0, 0.28, 0.016374269005847954, 1.41, 0.0, 359.1, 30.0, 47.0, 0.0, 12.16, 1069.0, 21.0, 21.0, 28.93, 28.93, 40.37, CAD, 16.677003804276538, 0.018389741571559756, None, 17.1, None
HE.to, 0.0, 0.0, 0.0, -0.03, 0.0, 5.819999999999999, -4.0, -1.0, 4.78, -24.99, 9.0, 194.0, 194.0, 13.9, 13.9, 73.43, CAD, 0.031167147667147642, 4.3530543530543535e-05, None, 0.03, None
HEXO.to, 0.0, 0.0, 0.0, -0.07, 0.0, 816.2, -12.0, -7.0, 0.0, -7.46, 9.0, 106.0, 106.0, 0.0, 0.0, 3.26, CAD, 3.9053529231711055, -0.03287647033101579, None, 7.7, None
HGI-UN.to, 0.0, 0.0, 0.0, -0.22, 0.0, 0.0, -0.0, -0.0, 0.0, -2.72, 0.0, 0.0, 0.0, 1.28, 1.28, 1.95, CAD, 8.79095262145262, 0.0015812890812890784, None, 8.49, None
HIG.to, 0.0, 0.6, 0.06396588486140724, 1.01, 0.0, 46.900000000000006, 6.0, 6.0, 0.0, 11.72, 6.0, 5.0, 5.0, 0.0, 0.0, 0.73, CAD, 10.975599829463466, -0.054238160829069924, None, 9.38, None
HLC.to, 1.77, 0.14, 0.022764227642276424, 0.12, 55.23, 116.85000000000001, 2.0, 16.0, 0.0, 2.31, 107.0, 19.0, 19.0, 9.55, 64.78, 68.72, CAD, 6.112925772880316, -0.002320368184004547, None, 6.15, None
HLF.to, 1.24, 0.45, 0.05681818181818182, 1.0, 40.65, 269.28, 33.0, 43.0, 0.0, 12.71, 1110.0, 34.0, 34.0, 4.37, 45.019999999999996, 67.04, USD, 8.060676527176524, 0.027928090428090416, None, 7.92, None
HMM-A.to, 0.12, 0.0, 0.0, 0.35, 6.32, 27.83, 4.0, 6.0, 0.22, 8.42, 136.0, 11.0, 11.0, 22.63, 28.95, 46.91, CAD, 2.606868905505267, -0.002496086405177315, None, 2.53, None
HNL.to, 0.1, 0.08, 0.03187250996015937, -0.13, 6.88, 363.95, -19.0, -22.0, 0.0, -5.89, 338.0, 145.0, 145.0, 0.0, 6.88, 27.9, CAD, 2.694606760243124, -0.004053565962656872, None, 2.51, None
HPS-A.to, 0.0, 0.24, 0.037209302325581395, 0.23, 0.0, 70.95, 3.0, 12.0, 0.0, 2.29, 301.0, 11.0, 11.0, 16.43, 16.43, 41.06, CAD, 6.956727710000437, 0.024879400061218235, None, 6.45, None
HR-UN.to, 0.87, 1.38, 0.06754772393538913, 1.99, 43.76, 5904.2699999999995, 575.0, 739.0, 0.0, 8.14, 1181.0, 289.0, 289.0, 0.0, 43.76, 49.75, CAD, 20.21890148235604, 0.0020646727010363414, None, 20.43, None
HRR-UN.to, 0.0, 0.0, 0.0, 1.04, 0.0, 22.0, 2.0, 2.0, 0.0, 9.09, 3.0, 2.0, 2.0, 22.58, 22.58, 22.96, CAD, 11.4274756657484, -0.012549652367834188, None, 11.0, None
HRT.to, 0.19, 0.0, 0.0, -0.01, 12.24, 203.3, -9.0, -7.0, 0.0, -10.14, -0.0, 535.0, 535.0, 13.48, 25.72, 36.7, CAD, 0.34354823123004935, 0.0006809436354890898, None, 0.38, None
HRX.to, 0.33, 0.0, 0.0, 0.37, 20.46, 579.6, 13.0, 30.0, 0.0, 3.57, 385.0, 36.0, 36.0, 0.88, 21.34, 38.66, CAD, 16.028127049717963, -0.008427325200052474, None, 16.1, None
HSE.to, 0.31, 0.15, 0.007065473386716909, 1.47, 14.76, 21336.15, 1504.0, 1531.0, 0.0, 8.54, 21492.0, 1005.0, 1005.0, 1.75, 16.509999999999998, 44.67, CAD, 22.17333945515764, -0.03761913507368054, None, 21.23, None
HSM.to, 0.0, 0.0, 0.0, -1.77, 0.0, 270.27, -36.0, -28.0, 0.0, 0.0, 0.0, 21.0, 21.0, 0.0, 0.0, 170.55, USD, 12.88668510866238, 0.001879498447680262, None, 12.87, None
HTO-UN.to, 0.0, 0.4, 0.04081632653061224, 0.87, 0.0, 29.400000000000002, 3.0, 3.0, 0.0, 9.16, 3.0, 3.0, 3.0, 15.71, 15.71, 17.13, CAD, 9.785193821330184, 0.00020641479732388428, None, 9.8, None
HWO.to, 0.0, 0.2, 0.047961630695443645, 0.24, 0.0, 225.18, 13.0, 23.0, 0.0, 5.38, 195.0, 54.0, 54.0, 0.0, 0.0, 13.96, CAD, 4.065864554637282, -0.0017480650662468852, None, 4.17, None
HYD.to, 1.09, 0.0, 0.0, -0.17, 26.26, 2.8000000000000003, -12.0, -10.0, 0.0, -99.83, 42.0, 70.0, 70.0, 3.5, 29.76, 75.91, CAD, 0.05106515370151733, 0.0009786610695701604, None, 0.04, None
HYG.to, 0.42, 0.0, 0.0, -0.62, 12.25, 116.25, -10.0, -8.0, 16.5, -49.73, 48.0, 15.0, 15.0, 5.7, 17.95, 70.71, USD, 7.751366937776037, 0.028728431501158773, None, 7.75, None
HZM.to, 0.0, 0.0, 0.0, 0.0, 0.0, 78.36, -2.0, -2.0, 0.0, -5.8, 0.0, 1306.0, 1306.0, 0.0, 0.0, 13.81, GBP, 0.062471588176133575, 0.00012948751585115223, None, 0.06, None
IAG.to, 0.18, 1.49, 0.028797835330498647, 5.32, 1.54, 5587.92, 593.0, 0.0, 0.0, 11.26, 10671.0, 108.0, 108.0, 0.0, 1.54, 91.25, CAD, 52.52664591805499, 0.004642813415540674, None, 51.74, None
IAM.to, 0.0, 0.12, 0.061538461538461535, 0.08, 0.0, 54.6, 2.0, 3.0, 0.0, 12.1, 15.0, 28.0, 28.0, 0.0, 0.0, 20.53, CAD, 1.9068114259477889, -0.003900367309458218, None, 1.95, None
IBG.to, 5.11, 0.0, 0.0, 0.3, 42.43, 174.42, 9.0, 32.0, 0.0, 44.69, 361.0, 38.0, 38.0, 5.34, 47.769999999999996, 91.7, CAD, 5.436773907910268, 0.018989964580873677, None, 4.59, None
IBR.to, 0.0, 0.0, 0.0, -1.03, 0.0, 130.2, -159.0, -14.0, 0.0, -95.52, 25.0, 155.0, 155.0, 3.98, 3.98, 13.64, CAD, 0.8178918842100655, -0.002350496305041759, None, 0.84, None
ICE.to, 1.0, 0.09, 0.018072289156626505, 0.32, 0.0, 64.74000000000001, 4.0, 7.0, 0.0, 9.05, 86.0, 13.0, 13.0, 4.41, 4.41, 60.39, CAD, 5.027195526695531, -0.008126262626262626, None, 4.98, None
IDG.to, 0.0, 0.0, 0.0, 0.43, 0.0, 385.02, 12.0, 13.0, 0.0, 3.09, 1078.0, 27.0, 27.0, 0.0, 0.0, 35.12, CAD, 14.646877957059763, 0.042056845511390946, None, 14.26, None
IFA.to, 0.0, 0.0, 0.0, 0.07, 0.0, 44.279999999999994, 2.0, 4.0, 0.0, 21.07, 19.0, 27.0, 27.0, 9.17, 9.17, 23.68, CAD, 2.130197494424767, 0.008863505181687, None, 1.64, None
IFC.to, 0.33, 2.68, 0.025480129302148696, 4.63, 7.98, 14409.660000000002, 667.0, 0.0, 0.0, 10.41, 9991.0, 137.0, 137.0, 0.0, 7.98, 72.55, CAD, 101.36968234290958, -0.04454342122523946, None, 105.18, None
IFP.to, 0.27, 0.0, 0.0, 2.14, 17.15, 1542.8, 150.0, 221.0, 0.0, 16.7, 2169.0, 70.0, 70.0, 0.0, 17.15, 36.37, CAD, 22.765814180768732, 0.01691387905024269, None, 22.04, None
IGM.to, 0.46, 2.25, 0.06314903171484704, 2.54, 12.92, 8586.83, 622.0, 0.0, 0.0, 13.53, 3091.0, 241.0, 241.0, 0.0, 12.92, 71.18, CAD, 37.613921618785234, 0.01238377279286369, None, 35.63, None
III.to, 0.34, 0.0, 0.0, -0.49, 8.03, 120.83999999999999, -56.0, 26.0, 0.0, -12.48, 429.0, 106.0, 106.0, 43.93, 51.96, 71.75, CAD, 1.196194892649438, 0.008713542349905984, None, 1.14, None
IIP-UN.to, 0.86, 0.26, 0.022589052997393572, 2.29, 43.52, 1093.45, 198.0, 64.0, 0.0, 24.89, 119.0, 95.0, 95.0, 0.0, 43.52, 49.53, CAD, 11.524452315361403, -0.012390135117407847, None, 11.51, None
IMG.to, 0.14, 0.0, 0.0, 0.05, 10.01, 2223.12, 29.0, 94.0, 0.0, 1.05, 1151.0, 471.0, 471.0, 0.0, 10.01, 28.48, USD, 6.431949429358519, 0.007134395907123182, None, 4.72, None
IMO.to, 0.21, 0.67, 0.017183893305975893, 1.14, 10.74, 32478.670000000002, 946.0, 1230.0, 0.0, 3.88, 32598.0, 833.0, 833.0, 0.49, 11.23, 42.58, CAD, 44.18955153264241, -0.05978543005815735, None, 38.99, None
IMP.to, 0.0, 0.0, 0.0, 0.14, 257.53, 7.74, 1.0, 4.0, 0.0, 0.0, 20.0, 18.0, 18.0, 0.0, 257.53, 310.35, USD, 0.43566187852551475, 2.013642922733822e-05, None, 0.43, None
IMV.to, 0.5, 0.0, 0.0, -0.38, 22.84, 295.2, -15.0, -16.0, 0.0, -106.12, 0.0, 41.0, 41.0, 0.2, 23.04, 45.79, CAD, 7.067275536971443, -0.004365538283265557, None, 7.2, None
IN.to, 0.0, 0.0, 0.0, -0.06, 0.0, 109.34, -9.0, -9.0, 0.0, -48.56, 0.0, 142.0, 142.0, 0.0, 0.0, 3.34, CAD, 0.5884571909571904, 0.006078162578162581, None, 0.77, None
INE.to, 6.44, 0.67, 0.049192364170337746, 0.12, 71.2, 1620.78, 20.0, 183.0, 0.0, 3.11, 484.0, 119.0, 119.0, 1.77, 72.97, 86.44, CAD, 13.69317831999651, -0.0017494862040316544, None, 13.62, None
INO-UN.to, 0.84, 0.82, 0.0782442748091603, 0.85, 17.3, 282.96000000000004, 19.0, 19.0, 0.0, 7.3, 35.0, 27.0, 27.0, 10.18, 27.48, 55.67, CAD, 10.44898893698894, -0.0035488215488215474, None, 10.48, None
INQ.to, 0.0, 0.0, 0.0, -0.64, 0.0, 24.08, -9.0, -8.0, 0.0, -34.6, 92.0, 14.0, 14.0, 0.0, 0.0, 43.84, CAD, 1.6981353141807676, 0.0037296995933359576, None, 1.72, None
INV.to, 0.0, 0.0, 0.0, -0.04, 0.0, 32.55, -4.0, -3.0, 0.0, -5.17, 0.0, 93.0, 93.0, 0.0, 0.0, 2.87, CAD, 0.36109158686431486, 0.0020364467182648993, None, 0.35, None
IPCI.to, 0.0, 0.0, 0.0, -3.2, 0.0, 15.48, -11.0, -11.0, 283.79, 0.0, 3.0, 4.0, 4.0, 19.83, 19.83, 115.45, USD, 3.511019261882897, 0.031339520748611654, None, 3.87, None
IPCO.to, 0.99, 0.0, 0.0, 0.49, 33.05, 781.2, 45.0, 50.0, 0.0, 12.3, 266.0, 93.0, 93.0, 0.0, 33.05, 66.61, USD, 9.34453126503126, -0.027551467051467063, None, 8.4, None
IPL.to, 1.08, 1.66, 0.07195491980927611, 1.49, 36.86, 8789.67, 563.0, 943.0, 0.0, 16.29, 2443.0, 381.0, 381.0, 13.92, 50.78, 66.01, CAD, 25.005165792120334, -0.01628910315273952, None, 23.07, None
IPLP.to, 1.14, 0.0, 0.0, 0.23, 41.74, 672.04, 12.0, 44.0, 0.0, 3.57, 618.0, 53.0, 53.0, 0.0, 41.74, 63.28, USD, 12.72005178407451, 0.00542834186016004, None, 12.68, None
IPO.to, 0.27, 0.0, 0.0, -0.12, 15.32, 105.94999999999999, -8.0, 3.0, 0.0, -4.25, 73.0, 65.0, 65.0, 0.0, 15.32, 42.96, CAD, 1.682897809261445, -0.000592417683326775, None, 1.63, None
IRON.to, 0.0, 0.0, 0.0, -0.08, 0.0, 39.9, -12.0, -14.0, 0.0, -13.42, 0.0, 133.0, 133.0, 13.45, 13.45, 22.72, CAD, 0.32897516288425377, -0.0003343390616117888, None, 0.3, None
ISV.to, 0.18, 0.8, 0.04807692307692308, 1.62, 11.41, 299.52, 28.0, 30.0, 0.0, 29.07, 105.0, 18.0, 18.0, 0.89, 12.3, 37.94, CAD, 17.167132985701162, 0.0012965695920241335, None, 16.64, None
ITC.to, 0.0, 0.0, 0.0, 0.04, 0.0, 31.9, 1.0, 1.0, 5.94, 6.03, 24.0, 22.0, 22.0, 0.0, 0.0, 26.04, USD, 1.6112284970921336, -0.002224692815601906, None, 1.45, None
ITH.to, 0.0, 0.0, 0.0, -0.03, 0.0, 108.8, -5.0, -5.0, 0.0, -8.11, 0.0, 170.0, 170.0, 0.0, 0.0, 0.57, USD, 0.6588510210328384, 0.000714373168918623, None, 0.64, None
ITP.to, 1.19, 0.56, 0.029411764705882356, 1.13, 40.97, 1123.36, 67.0, 88.0, 1.29, 27.12, 967.0, 59.0, 59.0, 3.24, 44.21, 65.69, USD, 17.441669246578346, 0.022408806681533958, None, 19.04, None
ITX.to, 1.45, 0.0, 0.0, -0.98, 43.9, 984.2, -70.0, 76.0, 0.0, -14.12, 482.0, 74.0, 74.0, 3.37, 47.269999999999996, 69.74, CAD, 15.588132001836545, -0.0011268857405221057, None, 13.3, None
IVN.to, 0.02, 0.0, 0.0, 0.21, 2.31, 2021.88, 174.0, -56.0, 0.0, 14.9, 0.0, 812.0, 812.0, 0.0, 2.31, 4.21, USD, 2.4143625869080405, 0.005190738554374919, None, 2.49, None
JAG.to, 0.03, 0.0, 0.0, 0.01, 1.63, 72.16, 3.0, -1.0, 0.0, 2.79, 101.0, 328.0, 328.0, 5.76, 7.39, 34.56, USD, 0.25522176308539973, 0.0011182605273514369, None, 0.22, None
JE.to, 3.09, 0.5, 0.13089005235602094, 1.81, 35.57, 771.64, 364.0, 121.0, 0.0, 604.68, 3655.0, 202.0, 202.0, 0.0, 35.57, 88.48, CAD, 3.95498211552757, 0.015210459574095938, None, 3.82, None
JOY.to, 0.7, 0.0, 0.0, -3.47, 11.97, 82.8, -166.0, -5.0, 0.0, -102.8, 115.0, 46.0, 46.0, 16.09, 28.060000000000002, 82.87, CAD, 1.7024864117364122, 0.00034764309764309827, None, 1.8, None
JWEL.to, 0.72, 0.32, 0.012321909896033887, 0.37, 30.96, 986.8599999999999, 14.0, 46.0, 0.0, 65.0, 312.0, 38.0, 38.0, 2.35, 33.31, 56.84, CAD, 27.15383712667803, -0.041409407932135205, None, 25.97, None
K.to, 0.38, 0.0, 0.0, 0.31, 21.17, 4780.4, 386.0, 407.0, 0.0, 8.64, 3311.0, 1258.0, 1258.0, 0.0, 21.17, 43.65, USD, 4.168521863658225, 0.00670376929467838, None, 3.8, None
KAT.to, 0.0, 0.0, 0.0, -0.39, 110.29, 1240.2, -748.0, -214.0, 0.0, 0.0, 506.0, 1908.0, 1908.0, 4.39, 114.68, 122.38, USD, 0.5551538108356292, 0.008890659845205304, None, 0.65, None
KBL.to, 0.35, 1.2, 0.03188097768331562, 0.52, 22.24, 376.4, 5.0, 11.0, 0.0, 2.88, 207.0, 10.0, 10.0, 0.0, 22.24, 36.58, CAD, 38.82147371988284, -0.023893502120774845, None, 37.64, None
KEG-UN.to, 0.15, 1.12, 0.064330844342332, 1.57, 5.86, 261.15, 31.0, 24.0, 0.0, 37.66, 25.0, 15.0, 15.0, 0.0, 5.86, 61.27, CAD, 17.23331316410862, 0.007807260920897288, None, 17.41, None
KEL.to, 0.21, 0.0, 0.0, -0.08, 13.61, 1458.8600000000001, -14.0, -4.0, 0.0, -1.67, 326.0, 181.0, 181.0, 0.0, 13.61, 34.44, CAD, 9.601322314049586, -0.01916174734356552, None, 8.06, None
KER.to, 1.12, 0.0, 0.0, -0.06, 43.63, 39.1, -12.0, -12.0, 0.0, -184.47, 0.0, 230.0, 230.0, 0.0, 43.63, 61.05, CAD, 0.1739490795399887, 0.0005139927412654686, None, 0.17, None
KEW.to, 0.9, 0.0, 0.0, -1.44, 24.71, 84.6, -17.0, -3.0, 0.0, -19.49, 227.0, 12.0, 12.0, 0.0, 24.71, 72.63, CAD, 6.977297772093226, 0.002438093051729415, None, 7.05, None
KEY.to, 0.81, 1.68, 0.047006155567991044, 1.6, 31.69, 7112.26, 321.0, 512.0, 0.0, 14.15, 3954.0, 199.0, 199.0, 1.9, 33.59, 60.77, CAD, 37.77397872666056, -0.03262112466657921, None, 35.74, None
KFS.to, 8.63, 0.0, 0.0, -0.78, 50.68, 86.9, -17.0, 0.0, 0.0, -50.88, 202.0, 22.0, 22.0, 0.0, 50.68, 94.13, USD, 3.376685316367134, 0.016872862827408287, None, 3.95, None
KL.to, 0.01, 0.06, 0.0024937655860349127, 0.92, 0.0, 5076.66, 196.0, 267.0, 0.0, 17.69, 802.0, 211.0, 211.0, 0.0, 0.0, 22.38, USD, 28.625070881979987, -0.06107652280379554, None, 24.06, None
KLS.to, 0.0, 0.0, 0.0, -0.09, 0.0, 28.2, -4.0, -4.0, 24.88, -45.58, 8.0, 47.0, 47.0, 0.0, 0.0, 19.67, USD, 0.5803531418076873, 0.001154138790502427, None, 0.6, None
KML.to, 0.0, 0.54, 0.03134068485200232, 0.34, 0.0, 1981.45, 147.0, 229.0, 0.0, 1.82, 692.0, 115.0, 115.0, 9.43, 9.43, 44.29, CAD, 15.871857339630065, 0.015670405352223537, None, 17.23, None
KMP-UN.to, 0.9, 0.63, 0.03865030674846626, 1.82, 38.05, 1385.5, 156.0, 109.0, 0.0, 15.89, 200.0, 85.0, 85.0, 10.11, 48.16, 57.52, CAD, 16.171551117232937, -0.0189150159604705, None, 16.3, None
KOR.to, 0.0, 0.0, 0.0, -0.09, 0.0, 310.07, -9.0, -9.0, 0.0, -142.85, 0.0, 101.0, 101.0, 0.0, 0.0, 8.52, CAD, 2.8657256329529055, -0.005625672307490488, None, 3.07, None
KPT.to, 0.0, 0.72, 0.07243460764587525, -0.62, 0.0, 89.46, -6.0, 0.0, 0.0, -5.42, 0.0, 9.0, 9.0, 0.0, 0.0, 4.22, CAD, 9.341268092177188, 0.0179614762342035, None, 9.94, None
KRN.to, 0.0, 0.0, 0.0, -0.13, 0.0, 10.08, -4.0, -5.0, 0.0, -21.25, 0.0, 28.0, 28.0, 0.0, 0.0, 4.72, CAD, 0.3407340723249809, 0.0008415540688267958, None, 0.36, None
KWH-UN.to, 0.2, 0.65, 0.10655737704918034, 1.6, 8.69, 347.7, 71.0, 18.0, 0.0, 41.61, 1109.0, 57.0, 57.0, 11.51, 20.2, 56.65, USD, 5.981567766408678, 0.01702301150028423, None, 6.1, None
KXS.to, 0.06, 0.0, 0.0, 0.76, 0.0, 2552.04, 20.0, 29.0, 17.88, 14.63, 144.0, 27.0, 27.0, 0.0, 0.0, 37.36, USD, 95.78140959377325, -0.11522830031920943, None, 94.52, None
L.to, 0.96, 1.1, 0.01655379984951091, 3.4, 30.04, 26181.300000000003, 1338.0, 2413.0, 0.0, 10.46, 46508.0, 394.0, 394.0, 8.66, 38.7, 68.81, CAD, 68.69212484148844, -0.029807905898814997, None, 66.45, None
LAC.to, 0.01, 0.0, 0.0, -0.34, 0.66, 478.72, -30.0, -32.0, 14.12, -32.88, 3.0, 88.0, 88.0, 0.17, 0.8300000000000001, 5.35, USD, 5.339772967772967, 0.019501202501202502, None, 5.44, None
LAM.to, 0.08, 0.0, 0.0, -0.03, 6.83, 46.800000000000004, -3.0, -2.0, 0.0, -4.12, 0.0, 117.0, 117.0, 2.78, 9.61, 16.47, CAD, 0.3159208098299008, -8.662381389654127e-05, None, 0.4, None
LAS-A.to, 0.52, 2.64, 0.011325854265428259, 12.86, 25.49, 1631.665, 90.0, 127.0, 0.0, 15.3, 1521.0, 7.0, 7.0, 3.89, 29.38, 51.01, CAD, 260.91518916437076, 0.051197297651843054, None, 233.095, None
LB.to, 3.64, 2.52, 0.059391939665331135, 5.4, 17.51, 1697.2, 232.0, 0.0, 0.0, 11.01, 1056.0, 40.0, 40.0, 0.0, 17.51, 94.67, CAD, 44.79196193537101, 0.03359952337225065, None, 42.43, None
LCS.to, 0.0, 0.82, 0.1771058315334773, -0.47, 0.0, 32.41, -1.0, -1.0, 0.0, -14.01, 0.0, 7.0, 7.0, 0.0, 0.0, 66.33, CAD, 6.0174715772443035, 0.00766367134548953, None, 4.63, None
LFE.to, 0.0, 0.5, 0.13333333333333333, 0.59, 0.0, 56.25, 18.0, 18.0, 0.0, 13.35, 20.0, 15.0, 15.0, 0.0, 0.0, 69.42, CAD, 3.980152018015655, 0.009211093620184527, None, 3.75, None
LFX.to, 0.0, 0.0, 0.0, 0.0, 0.0, 48.0, -3.0, -7.0, 0.0, -7.47, 0.0, 50.0, 50.0, 17.39, 17.39, 42.65, USD, 0.6991463116008563, 0.00619790983427347, None, 0.96, None
LGD.to, 0.0, 0.0, 0.0, -0.07, 0.0, 63.18, -13.0, -12.0, 0.0, -55.54, 0.0, 162.0, 162.0, 0.0, 0.0, 9.13, USD, 0.4248567493112949, -5.509641873278233e-05, None, 0.39, None
LGO.to, 0.79, 0.0, 0.0, 0.25, 24.69, 1573.2, 150.0, 157.0, 0.0, 133.57, 297.0, 552.0, 552.0, 37.59, 62.28, 68.58, CAD, 2.4900368839914293, -0.00890766977130613, None, 2.85, None
LGT-A.to, 0.81, 0.33, 0.006346153846153847, 1.2, 29.12, 676.0, 17.0, 21.0, 0.0, 7.81, 545.0, 13.0, 13.0, 3.24, 32.36, 64.22, CAD, 56.12446939087853, -0.058642419869692576, None, 52.0, None
LIF.to, 0.0, 1.0, 0.038850038850038855, 1.71, 0.0, 1647.36, 109.0, 88.0, 0.0, 18.98, 120.0, 64.0, 64.0, 0.0, 0.0, 20.53, CAD, 24.977334032970386, -0.018663955573046474, None, 25.74, None
LMC.to, 0.39, 0.0, 0.0, 0.05, 20.98, 303.78000000000003, 1.0, 22.0, 0.0, 0.27, 281.0, 166.0, 166.0, 3.44, 24.42, 45.67, USD, 2.190218275831911, 0.005665759324850234, None, 1.83, None
LN.to, 0.0, 0.0, 0.0, 0.0, 0.0, 17.765, 0.0, -0.0, 0.0, 0.08, 0.0, 187.0, 187.0, 1.03, 1.03, 4.33, USD, 0.07069478551751295, 0.000134258166076348, None, 0.095, None
